book_id,books_count,authors,original_publication_year,title,language_code,average_rating,image_url
393,73,Sarah J. Maas,2012,"Throne of Glass (Throne of Glass, #1)",eng,4.24,https://images.gr-assets.com/books/1495278054m/7896527.jpg
394,88,Richelle Mead,2008,"Shadow Kiss (Vampire Academy, #3)",en-US,4.37,https://images.gr-assets.com/books/1361099049m/2802316.jpg
395,371,Ernest Hemingway,1940,For Whom the Bell Tolls,eng,3.95,https://images.gr-assets.com/books/1492591524m/46170.jpg
396,69,Jamie Ford,2009,Hotel on the Corner of Bitter and Sweet,eng,3.98,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
397,364,"Patrick Süskind, John E. Woods",1985,Perfume: The Story of a Murderer,eng,4,https://images.gr-assets.com/books/1409112276m/343.jpg
398,61,Eric Schlosser,2001,Fast Food Nation: The Dark Side of the All-American Meal,eng,3.73,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
399,131,J.K. Rowling,2007,The Tales of Beedle the Bard,en-US,4.06,https://images.gr-assets.com/books/1373467575m/3950967.jpg
400,143,William Gibson,1984,Neuromancer,eng,3.88,https://images.gr-assets.com/books/1167348726m/22328.jpg
401,425,Ernest Hemingway,1929,A Farewell to Arms,en-US,3.79,https://images.gr-assets.com/books/1313714836m/10799.jpg
402,12,Edgar Allan Poe,1843,The Tell-Tale Heart and Other Writings,en-GB,4.15,https://images.gr-assets.com/books/1327936583m/391729.jpg
403,1865,"Sun Tzu, Thomas Cleary",-500,The Art of War,eng,3.95,https://images.gr-assets.com/books/1453417993m/10534.jpg
404,76,William Landay,2012,Defending Jacob,eng,3.97,https://images.gr-assets.com/books/1329612158m/11367726.jpg
405,112,Kurt Vonnegut Jr.,1973,Breakfast of Champions,eng,4.08,https://images.gr-assets.com/books/1327934446m/4980.jpg
406,64,Betty Edwards,1979,The New Drawing on the Right Side of the Brain,en-US,3.84,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
407,77,Ann Patchett,2001,Bel Canto,eng,3.92,https://images.gr-assets.com/books/1352997328m/5826.jpg
408,118,Jared Diamond,1997,"Guns, Germs, and Steel: The Fates of Human Societies",eng,4,https://images.gr-assets.com/books/1453215833m/1842.jpg
409,94,Fannie Flagg,1987,Fried Green Tomatoes at the Whistle Stop Cafe,,4.26,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
410,161,Chinua Achebe,1958,"Things Fall Apart (The African Trilogy, #1)",en-US,3.61,https://images.gr-assets.com/books/1352082529m/37781.jpg
411,99,Sophie Kinsella,2005,The Undomestic Goddess,eng,3.82,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
412,147,Gary Chapman,1990,The Five Love Languages: How to Express Heartfelt Commitment to Your Mate,en-US,4.23,https://images.gr-assets.com/books/1369401342m/567795.jpg
413,1341,Alexandre Dumas,1844,The Three Musketeers,,4.06,https://images.gr-assets.com/books/1320436982m/7190.jpg
414,82,Chris Cleave,2008,Little Bee,en-US,3.7,https://images.gr-assets.com/books/1344401905m/6948436.jpg
415,78,Alyson Noel,2009,"Evermore (The Immortals, #1)",en-US,3.59,https://images.gr-assets.com/books/1362336360m/3975774.jpg
416,174,"Roald Dahl, Quentin Blake",1983,The Witches,en-US,4.17,https://images.gr-assets.com/books/1351707720m/6327.jpg
417,137,Diane Setterfield,2006,The Thirteenth Tale,eng,3.95,https://images.gr-assets.com/books/1346267826m/40440.jpg
418,71,Richelle Mead,2010,"Spirit Bound (Vampire Academy, #5)",eng,4.37,https://images.gr-assets.com/books/1291168967m/6479259.jpg
419,76,Richelle Mead,2009,"Blood Promise (Vampire Academy, #4)",en-US,4.35,https://images.gr-assets.com/books/1442530605m/5996153.jpg
420,133,Nicholas Sparks,1998,Message in a Bottle,en-US,3.95,https://images.gr-assets.com/books/1163789140m/3478.jpg
421,77,Paula McLain,2011,The Paris Wife,eng,3.79,https://images.gr-assets.com/books/1320545874m/8683812.jpg
422,76,J.K. Rowling,1998,"Harry Potter Boxset (Harry Potter, #1-7)",eng,4.74,https://images.gr-assets.com/books/1392579059m/862041.jpg
423,84,Kiera Cass,2013,"The Elite (The Selection, #2)",eng,4.02,https://images.gr-assets.com/books/1391454595m/16248068.jpg
424,428,"Umberto Eco, William Weaver, Seán Barrett",1980,The Name of the Rose,en-US,4.11,https://images.gr-assets.com/books/1415375471m/119073.jpg
425,92,"Beatrice Sparks, Anonymous",1971,Go Ask Alice,eng,3.77,https://images.gr-assets.com/books/1327870536m/46799.jpg
426,131,"John Kennedy Toole, Walker Percy",1980,A Confederacy of Dunces,eng,3.89,https://images.gr-assets.com/books/1436747103m/310612.jpg
427,728,Oscar Wilde,1895,The Importance of Being Earnest,eng,4.17,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
428,65,Rick Riordan,2012,"The Mark of Athena (The Heroes of Olympus, #3)",eng,4.47,https://images.gr-assets.com/books/1464201354m/12127750.jpg
429,153,Terry Pratchett,1983,"The Color of Magic (Discworld, #1; Rincewind #1)",eng,3.97,https://images.gr-assets.com/books/1407111017m/34497.jpg
430,157,"Haruki Murakami, Philip Gabriel",2002,Kafka on the Shore,en-US,4.13,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
431,191,Thomas Harris,1981,"Red Dragon (Hannibal Lecter, #1)",eng,4.01,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
432,218,Isaac Asimov,1950,"I, Robot (Robot #0.1)",eng,4.17,https://images.gr-assets.com/books/1388321463m/41804.jpg
433,73,J.R. Ward,2005,"Dark Lover (Black Dagger Brotherhood, #1)",eng,4.21,https://images.gr-assets.com/books/1429676285m/42899.jpg
434,73,Becca Fitzpatrick,2010,"Crescendo (Hush, Hush, #2)",en-US,4.07,https://images.gr-assets.com/books/1362408146m/7791997.jpg
435,82,Lauren Oliver,2010,Before I Fall,eng,3.92,https://images.gr-assets.com/books/1361044695m/6482837.jpg
436,168,Arundhati Roy,1997,The God of Small Things,eng,3.91,https://images.gr-assets.com/books/1436217001m/9777.jpg
437,63,Sue Monk Kidd,2014,The Invention of Wings,en-US,4.23,https://images.gr-assets.com/books/1386699861m/18079776.jpg
438,68,Liane Moriarty,2009,What Alice Forgot,eng,4.05,https://images.gr-assets.com/books/1377159022m/6469165.jpg
439,246,"Stephen Hawking, Cao Chi, Phạm Văn Thiều",1987,A Brief History of Time,eng,4.12,https://images.gr-assets.com/books/1333578746m/3869.jpg
440,140,Ken Follett,2010,"Fall of Giants (The Century Trilogy, #1)",eng,4.26,https://images.gr-assets.com/books/1470384630m/7315573.jpg
441,110,Stephen King,2009,Under the Dome,eng,3.89,https://images.gr-assets.com/books/1268982908m/6320534.jpg
442,80,Neal Stephenson,1992,Snow Crash,eng,4.02,https://images.gr-assets.com/books/1477624625m/830.jpg
443,61,Sarah Dessen,2006,Just Listen,en-US,4.06,https://images.gr-assets.com/books/1358270741m/51738.jpg
444,244,"A.A. Milne, Ernest H. Shepard",1926,"Winnie-the-Pooh (Winnie-the-Pooh, #1)",eng,4.34,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
445,150,S.J. Watson,2011,Before I Go to Sleep,en-CA,3.87,https://images.gr-assets.com/books/1358353512m/9736930.jpg
446,1106,Arthur Conan Doyle,1887,A Study in Scarlet,eng,4.15,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
447,143,Christopher Paolini,2008,"Brisingr (The Inheritance Cycle, #3)",eng,4.03,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
448,149,Rick Warren,2002,The Purpose Driven Life: What on Earth Am I Here for?,en-US,3.9,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
449,80,"P.C. Cast, Kristin Cast",2007,"Betrayed (House of Night, #2)",en-US,3.93,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
450,75,Jim Butcher,2000,"Storm Front (The Dresden Files, #1)",en-US,4.02,https://images.gr-assets.com/books/1419456275m/47212.jpg
451,122,"Jane Austen, Alfred MacAdam",1817,Northanger Abbey,eng,3.8,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
452,102,Rick Yancey,2013,"The 5th Wave (The 5th Wave, #1)",eng,4.1,https://images.gr-assets.com/books/1359853842m/16101128.jpg
453,97,Charles Frazier,1997,Cold Mountain,en-US,3.83,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
454,41,"Laura Joffe Numeroff, Felicia Bond",1985,If You Give a Mouse a Cookie,en-US,4.24,https://images.gr-assets.com/books/1276046901m/767680.jpg
455,43,Emily Giffin,2005,"Something Blue (Darcy & Rachel, #2)",en-US,3.92,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
456,109,Tennessee Williams,1947,A Streetcar Named Desire,eng,3.97,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
457,129,Elizabeth Kostova,2005,The Historian,eng,3.77,https://images.gr-assets.com/books/1338298031m/10692.jpg
458,63,Emily St. John Mandel,2014,Station Eleven,eng,4.02,https://images.gr-assets.com/books/1451446835m/20170404.jpg
459,132,"Fredrik Backman, Henning Koch",2012,A Man Called Ove,eng,4.35,https://images.gr-assets.com/books/1405259930m/18774964.jpg
460,79,Cassandra Clare,2013,"Clockwork Princess (The Infernal Devices, #3)",eng,4.59,https://images.gr-assets.com/books/1436788488m/18335634.jpg
461,210,Pearl S. Buck,1931,"The Good Earth (House of Earth, #1)",eng,3.97,https://images.gr-assets.com/books/1312497600m/1078.jpg
462,34,John Berger,1972,Ways of Seeing,eng,3.75,https://images.gr-assets.com/books/1464018308m/2784.jpg
463,141,Diana Gabaldon,1992,"Dragonfly in Amber (Outlander, #2)",eng,4.31,https://images.gr-assets.com/books/1456114344m/5364.jpg
464,1449,Anonymous,1611,Holy Bible: King James Version,eng,4.43,https://images.gr-assets.com/books/1313518530m/1923820.jpg
465,53,Jennifer Weiner,2002,In Her Shoes,,3.78,https://images.gr-assets.com/books/1435252471m/14758.jpg
466,44,"Chuck Dixon, J.R.R. Tolkien, David Wenzel, Sean Deming",1989,The Hobbit: Graphic Novel,eng,4.48,https://images.gr-assets.com/books/1374681632m/659469.jpg
467,9,Junot Díaz,2007,The Brief Wondrous Life of Oscar Wao,eng,3.89,https://images.gr-assets.com/books/1391409748m/297673.jpg
468,80,Zora Neale Hurston,1937,Their Eyes Were Watching God,eng,3.87,https://images.gr-assets.com/books/1368072803m/37415.jpg
469,123,"Newt Scamander, J.K. Rowling, Albus Dumbledore",2001,Fantastic Beasts and Where to Find Them,eng,3.95,https://images.gr-assets.com/books/1303738520m/41899.jpg
470,129,"Malala Yousafzai, Christina Lamb",2012,I Am Malala: The Story of the Girl Who Stood Up for Education and Was Shot by the Taliban,eng,4.06,https://images.gr-assets.com/books/1375414895m/17851885.jpg
471,1208,"Jane Austen, Kathryn Sutherland, Tony Tanner, Claire Lamont",1814,Mansfield Park,eng,3.84,https://images.gr-assets.com/books/1397063295m/45032.jpg
472,187,Viktor E. Frankl,1946,Man's Search for Meaning,eng,4.33,https://images.gr-assets.com/books/1467136625m/4069.jpg
473,78,Tana French,2007,"In the Woods (Dublin Murder Squad, #1)",eng,3.74,https://images.gr-assets.com/books/1348442606m/237209.jpg
474,104,Richard Dawkins,2006,The God Delusion,eng,3.89,https://images.gr-assets.com/books/1347220693m/14743.jpg
475,8,Gayle Forman,2011,"Where She Went (If I Stay, #2)",en-US,4.06,https://images.gr-assets.com/books/1347810457m/8492825.jpg
476,165,John Irving,1978,The World According to Garp,eng,4.07,https://images.gr-assets.com/books/1447234581m/7069.jpg
477,127,Lee Child,1997,"Killing Floor (Jack Reacher, #1)",eng,4.04,https://images.gr-assets.com/books/1399313258m/78129.jpg
478,558,"Daniel Defoe, Gerald McCann, Virginia Woolf",1719,Robinson Crusoe,eng,3.66,https://images.gr-assets.com/books/1403180114m/2932.jpg
479,1654,"Niccolò Machiavelli, Adolph Caso, Rufus Goodwin, Benjamin Martinez",1513,The Prince,eng,3.78,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
480,42,Philip Pullman,2000,"The Amber Spyglass (His Dark Materials, #3)",eng,4.06,https://images.gr-assets.com/books/1329189152m/18122.jpg
481,90,Terry Goodkind,1994,"Wizard's First Rule (Sword of Truth, #1)",eng,4.13,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
482,46,Kathleen Grissom,2010,The Kitchen House,en-CA,4.18,https://images.gr-assets.com/books/1463229128m/6837103.jpg
483,125,J.D. Salinger,1961,Franny and Zooey,en-US,3.98,https://images.gr-assets.com/books/1355037988m/5113.jpg
484,84,Chuck Palahniuk,2001,Choke,eng,3.69,https://images.gr-assets.com/books/1403186013m/29059.jpg
485,1072,"Fyodor Dostoyevsky, Richard Pevear, Larissa Volokhonsky",1880,The Brothers Karamazov,eng,4.3,https://images.gr-assets.com/books/1427728126m/4934.jpg
486,69,Jeanne DuPrau,2003,"The City of Ember (Book of Ember, #1)",eng,3.85,https://images.gr-assets.com/books/1397931596m/307791.jpg
487,122,Michael Crichton,1969,The Andromeda Strain,,3.87,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
488,162,Stephen King,1996,The Green Mile,eng,4.42,https://images.gr-assets.com/books/1373903563m/11566.jpg
489,721,Kahlil Gibran,1923,The Prophet,eng,4.22,https://images.gr-assets.com/books/1355046521m/2547.jpg
490,37,Art Spiegelman,1985,"Maus I: A Survivor's Tale: My Father Bleeds History (Maus, #1)",eng,4.35,https://images.gr-assets.com/books/1327884972m/15196.jpg
491,67,"P.C. Cast, Kristin Cast",2008,"Untamed (House of Night, #4)",en-US,3.95,https://images.gr-assets.com/books/1438037020m/2866718.jpg
492,99,Orson Scott Card,1986,"Speaker for the Dead (Ender's Saga, #2)",en-US,4.04,https://images.gr-assets.com/books/1295660894m/7967.jpg
493,152,C.S. Lewis,1952,Mere Christianity,eng,4.31,https://images.gr-assets.com/books/1468102872m/11138.jpg
494,141,Donna Tartt,1992,The Secret History,eng,4.07,https://images.gr-assets.com/books/1451554846m/29044.jpg
495,65,Dave Eggers,2000,A Heartbreaking Work of Staggering Genius,eng,3.68,https://images.gr-assets.com/books/1327714834m/4953.jpg
496,161,Jean M. Auel,1980,"The Clan of the Cave Bear (Earth's Children, #1)",eng,4.02,https://images.gr-assets.com/books/1385331302m/1295.jpg
497,1033,Anna Sewell,1877,Black Beauty,eng,3.94,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
498,1017,"Leo Tolstoy, Henry Gifford, Aylmer Maude, Louise Maude",1869,War and Peace,eng,4.11,https://images.gr-assets.com/books/1413215930m/656.jpg
499,144,Bret Easton Ellis,1991,American Psycho,eng,3.81,https://images.gr-assets.com/books/1436934349m/28676.jpg
500,125,Meg Cabot,2000,"The Princess Diaries (The Princess Diaries, #1)",eng,3.76,https://images.gr-assets.com/books/1355011082m/38980.jpg
501,108,Alexander McCall Smith,1998,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",eng,3.75,https://images.gr-assets.com/books/1459953654m/7061.jpg
502,36,"Robert Kirkman, Tony Moore",2004,"The Walking Dead, Vol. 01: Days Gone Bye",en-GB,4.3,https://images.gr-assets.com/books/1389233242m/138398.jpg
503,221,Arthur C. Clarke,1968,"2001: A Space Odyssey (Space Odyssey, #1)",eng,4.12,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
504,63,Francine Rivers,1991,Redeeming Love,eng,4.48,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
505,63,"Tim LaHaye, Jerry B. Jenkins",1995,"Left Behind (Left Behind, #1)",eng,3.81,https://images.gr-assets.com/books/1406505054m/27523.jpg
506,94,Kiera Cass,2014,"The One (The Selection, #3)",eng,4.21,https://images.gr-assets.com/books/1395612906m/18635016.jpg
507,78,Suzanne Collins,2010,"The Hunger Games Trilogy Boxset (The Hunger Games, #1-3)",eng,4.49,https://images.gr-assets.com/books/1360094673m/7938275.jpg
508,57,Barbara Ehrenreich,2001,Nickel and Dimed: On (Not) Getting By in America,eng,3.6,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
509,90,Sophie Kinsella,2008,Remember Me?,eng,3.76,https://images.gr-assets.com/books/1276963901m/1358844.jpg
510,71,Robert Jordan,1990,"The Great Hunt (Wheel of Time, #2)",en-US,4.2,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
511,129,Patricia Cornwell,1990,"Postmortem (Kay Scarpetta, #1)",eng,4.01,https://images.gr-assets.com/books/1341835831m/6534.jpg
512,34,Edgar Allan Poe,1849,The Complete Stories and Poems,en-US,4.37,https://images.gr-assets.com/books/1327942676m/23919.jpg
513,83,"Corrie ten Boom, John Sherrill, Elizabeth Sherrill",1971,The Hiding Place: The Triumphant True Story of Corrie Ten Boom,en-US,4.42,https://images.gr-assets.com/books/1320418824m/561909.jpg
514,1235,Arthur Conan Doyle,1892,The Adventures of Sherlock Holmes,eng,4.29,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
515,80,Pat Conroy,1986,The Prince of Tides,eng,4.22,https://images.gr-assets.com/books/1320541074m/16735.jpg
516,80,Michael Chabon,2000,The Amazing Adventures of Kavalier & Clay,eng,4.17,https://images.gr-assets.com/books/1479660066m/3985.jpg
517,52,Simone Elkeles,2008,"Perfect Chemistry (Perfect Chemistry, #1)",eng,4.07,https://images.gr-assets.com/books/1439792475m/4268157.jpg
518,1416,"J.M. Barrie, Michael Hague",1904,Peter Pan,en-US,4.1,https://images.gr-assets.com/books/1337714526m/34268.jpg
519,78,Scott Westerfeld,2005,"Pretties (Uglies, #2)",eng,3.85,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
520,125,"Haruki Murakami, Jay Rubin",1994,The Wind-Up Bird Chronicle,eng,4.17,https://images.gr-assets.com/books/1327872639m/11275.jpg
521,123,Michael Connelly,2005,"The Lincoln Lawyer (Mickey Haller, #1; Harry Bosch Universe, #16)",eng,4.14,https://images.gr-assets.com/books/1370140049m/79885.jpg
522,113,David Mitchell,2004,Cloud Atlas,eng,4.01,https://images.gr-assets.com/books/1406383769m/49628.jpg
523,56,Tim O'Brien,1990,The Things They Carried,en-US,4.12,https://images.gr-assets.com/books/1424663847m/133518.jpg
524,15,Banksy,1988,Wall and Piece,eng,3.83,https://images.gr-assets.com/books/1327904853m/114683.jpg
525,76,Lauren Oliver,2012,"Pandemonium (Delirium, #2)",eng,4.07,https://images.gr-assets.com/books/1310371414m/9593911.jpg
526,95,Jeff Lindsay,2004,"Darkly Dreaming Dexter (Dexter, #1)",eng,3.89,https://images.gr-assets.com/books/1334404607m/17231.jpg
527,97,Charlaine Harris,2002,"Living Dead in Dallas (Sookie Stackhouse, #2)",eng,3.97,https://images.gr-assets.com/books/1329501808m/110494.jpg
528,62,Robert Jordan,1991,"The Dragon Reborn (Wheel of Time, #3)",eng,4.23,https://images.gr-assets.com/books/1480096580m/34897.jpg
529,1762,"Jonathan Swift, Robert DeMaria Jr.",1726,Gulliver's Travels,eng,3.55,https://images.gr-assets.com/books/1427829692m/7733.jpg
530,805,"William Shakespeare, Barbara A. Mowat, Paul Werstine, Gail Kern Paster, Robert          Jackson",1598,Much Ado About Nothing,eng,4.06,https://images.gr-assets.com/books/1327885569m/12957.jpg
531,601,"Unknown, Seamus Heaney",975,Beowulf,en-US,3.42,https://images.gr-assets.com/books/1327878125m/52357.jpg
532,74,"Frank Miller, David Mazzucchelli, Richmond Lewis, Dennis O'Neil",1987,Batman: Year One,eng,4.23,https://images.gr-assets.com/books/1327940389m/59980.jpg
533,102,Harper Lee,2015,Go Set a Watchman,eng,3.31,https://images.gr-assets.com/books/1451442088m/24817626.jpg
534,47,David Sedaris,2008,When You Are Engulfed in Flames,en-US,4.04,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
535,89,Laini Taylor,2011,"Daughter of Smoke & Bone (Daughter of Smoke & Bone, #1)",eng,4.04,https://images.gr-assets.com/books/1461353773m/8490112.jpg
536,84,Victoria Aveyard,2015,"Red Queen (Red Queen, #1)",eng,4.08,https://images.gr-assets.com/books/1411472322m/17878931.jpg
537,92,Charles Duhigg,2011,The Power of Habit: Why We Do What We Do in Life and Business,eng,4.03,https://images.gr-assets.com/books/1366758683m/12609433.jpg
538,76,John Berendt,1994,Midnight in the Garden of Good and Evil,eng,3.9,https://images.gr-assets.com/books/1427166915m/386187.jpg
539,53,Colleen Hoover,2012,"Hopeless (Hopeless, #1)",eng,4.34,https://images.gr-assets.com/books/1353489892m/15717943.jpg
540,11,"Frances Hodgson Burnett, Nancy Bond",1905,A Little Princess,eng,4.2,https://images.gr-assets.com/books/1327868556m/3008.jpg
541,45,Sarah Dessen,2004,The Truth About Forever,en-US,4.13,https://images.gr-assets.com/books/1362767907m/51737.jpg
542,280,C.S. Lewis,1954,"The Horse and His Boy (Chronicles of Narnia, #5)",eng,3.9,https://images.gr-assets.com/books/1388210968m/84119.jpg
543,63,Richelle Mead,2010,"Last Sacrifice (Vampire Academy, #6)",eng,4.42,https://images.gr-assets.com/books/1319850978m/6527740.jpg
544,146,"Laura Ingalls Wilder, Garth Williams",1935,"Little House on the Prairie (Little House, #2)",eng,4.18,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
545,383,"Margery Williams Bianco, William   Nicholson",1922,The Velveteen Rabbit,eng,4.29,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
546,181,Robert M. Pirsig,1974,Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values,eng,3.76,https://images.gr-assets.com/books/1410136019m/629.jpg
547,1167,"H.G. Wells, Arthur C. Clarke",1897,The War of the Worlds,eng,3.8,https://images.gr-assets.com/books/1320391644m/8909.jpg
548,75,Sara Shepard,2006,"Pretty Little Liars (Pretty Little Liars, #1)",en-US,3.9,https://images.gr-assets.com/books/1377830522m/162085.jpg
549,58,Don Freeman,1948,Corduroy,en-US,4.28,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
550,54,Michael Pollan,2006,The Omnivore's Dilemma: A Natural History of Four Meals,eng,4.17,https://images.gr-assets.com/books/1393804353m/3109.jpg
551,95,Kate Atkinson,2013,Life After Life,eng,3.74,https://images.gr-assets.com/books/1358173808m/15790842.jpg
552,93,Nicholas Sparks,2000,The Rescue,en-US,4.1,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
553,135,Stephen King,1991,Needful Things,,3.87,https://images.gr-assets.com/books/1315767817m/107291.jpg
554,105,Diana Gabaldon,1993,"Voyager (Outlander, #3)",eng,4.38,https://images.gr-assets.com/books/1483278195m/10987.jpg
555,3,"Kenneth Branagh, William Shakespeare",1996,"Hamlet: Screenplay, Introduction And Film Diary",eng,4.12,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
556,143,Stephen King,1981,Cujo,spa,3.65,https://images.gr-assets.com/books/1394208144m/10603.jpg
557,102,Jeffrey Eugenides,1993,The Virgin Suicides,eng,3.83,https://images.gr-assets.com/books/1319032910m/10956.jpg
558,88,Charlaine Harris,2004,"Dead to the World (Sookie Stackhouse, #4)",eng,4.13,https://images.gr-assets.com/books/1468561630m/140077.jpg
559,918,"Thomas Hardy, Tim Dolin, Margaret R. Higonnet",1891,Tess of the D'Urbervilles,eng,3.77,https://images.gr-assets.com/books/1497218117m/32261.jpg
560,1682,"Gustave Flaubert, Margaret Mauldon, Malcolm Bowie, Mark Overstall",1856,Madame Bovary,eng,3.64,https://images.gr-assets.com/books/1335676143m/2175.jpg
561,82,"Norton Juster, Jules Feiffer",1961,The Phantom Tollbooth,en-US,4.22,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
562,48,Brandon Sanderson,2010,"The Way of Kings (The Stormlight Archive, #1)",eng,4.64,https://images.gr-assets.com/books/1388184640m/7235533.jpg
563,90,Charlaine Harris,2003,"Club Dead (Sookie Stackhouse, #3)",en-GB,4.03,https://images.gr-assets.com/books/1329501590m/140082.jpg
564,32,Ned Vizzini,2006,It's Kind of a Funny Story,en-US,4.14,https://images.gr-assets.com/books/1420629730m/248704.jpg
565,60,Brandon Sanderson,2007,"The Well of Ascension (Mistborn, #2)",eng,4.35,https://images.gr-assets.com/books/1480717596m/68429.jpg
566,94,Jojo Moyes,2015,"After You (Me Before You, #2)",eng,3.7,https://images.gr-assets.com/books/1429029729m/25041504.jpg
567,90,Vanessa Diffenbaugh,2011,The Language of Flowers,eng,4.07,https://images.gr-assets.com/books/1333577674m/10032672.jpg
568,71,"Frank Miller, Klaus Janson, Lynn Varley",1986,"Batman: The Dark Knight Returns (The Dark Knight Saga, #1)",eng,4.25,https://images.gr-assets.com/books/1327892039m/59960.jpg
569,96,James Patterson,2005,"The Angel Experiment (Maximum Ride, #1)",eng,4.08,https://images.gr-assets.com/books/1339277875m/13152.jpg
570,136,Nick Hornby,1995,High Fidelity,eng,3.94,https://images.gr-assets.com/books/1327928082m/285092.jpg
571,88,Nicholas Sparks,2003,The Guardian,en-US,4.14,https://images.gr-assets.com/books/1388195339m/15925.jpg
572,109,Margaret Atwood,2003,"Oryx and Crake (MaddAddam, #1)",eng,4,https://images.gr-assets.com/books/1494109986m/46756.jpg
573,202,John Gray,1998,"Men Are from Mars, Women Are from Venus",en-US,3.52,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
574,78,Anthony Bourdain,2000,Kitchen Confidential: Adventures in the Culinary Underbelly,eng,4,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
575,124,Michael Crichton,1999,Timeline,en-US,3.83,https://images.gr-assets.com/books/1405420745m/7669.jpg
576,1039,Voltaire,1759,Candide,eng,3.76,https://images.gr-assets.com/books/1345060082m/19380.jpg
577,127,Natalie Babbitt,1975,Tuck Everlasting,eng,3.85,https://images.gr-assets.com/books/1445184695m/84981.jpg
578,156,"Stephen King, Marie Milpois",1983,Christine,fre,3.72,https://images.gr-assets.com/books/1327270815m/10629.jpg
579,44,P.D. Eastman,1960,Are You My Mother?,eng,4.16,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
580,102,E.H. Gombrich,1950,The Story of Art,en-US,3.83,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
581,64,Marissa Meyer,2013,"Scarlet (The Lunar Chronicles, #2)",eng,4.3,https://images.gr-assets.com/books/1470056982m/13206760.jpg
582,185,Robert T. Kiyosaki,1997,"Rich Dad, Poor Dad",eng,3.95,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
